species,taxon,am_mapped,mob,trp,len,wcol
marilyna darwinii,fish,TRUE,mob,ter,sm,ben
marilyna meraukensis,fish,FALSE,mob,ter,med,ben
marilyna pleurosticta,fish,TRUE,mob,ter,sm,ben
marionia cucullata,molluscs,TRUE,sed,ter,sm,ben
marionia tedi,molluscs,TRUE,sed,ter,vsm,ben
marleyella bicolorata,fish,TRUE,mob,ter,med,ben
marmorofusus nicobaricus,molluscs,TRUE,sed,ter,med,ben
maroubra perserrata,fish,TRUE,sed,ter,sm,ben
maroubra yasudai,fish,FALSE,sed,ter,med,ben
marphysa mortenseni,polychaetes,TRUE,sed,pri,vsm,ben
marphysa sanguinea,polychaetes,TRUE,sed,pri,vsm,ben
marsenina glabra,molluscs,TRUE,sed,ter,vsm,ben
marseniopsis conica,molluscs,TRUE,sed,ter,vsm,ben
marshallora nigrocincta,molluscs,TRUE,sed,ter,vsm,rf
martensia elegans,crustacea_arthropods,TRUE,mob,sec,tiny,ben
martensia fragilis,crustacea_arthropods,TRUE,mob,sec,tiny,ben
marthasterias glacialis,echinoderms,TRUE,mob,ter,lg,ben
marukawichthys ambulator,fish,TRUE,mob,apex,med,ben
mastigopterus imperator,fish,TRUE,sed,ter,lg,ben
mastobranchus variabilis,polychaetes,TRUE,sed,pri,med,ben
masturus lanceolatus,fish,TRUE,mob,ter,huge,pel
mataeocephalus kotlyari,fish,TRUE,mob,ter,med,bp
mataeocephalus tenuicauda,fish,TRUE,mob,ter,ml,pel
matanui bathytaton,fish,FALSE,sed,ter,sm,ben
matanui profundum,fish,FALSE,sed,ter,sm,bp
mathilda barbadensis,molluscs,TRUE,sed,sec,tiny,ben
mathilda decorata,molluscs,TRUE,sed,sec,tiny,ben
matsubaraea fusiformis,fish,TRUE,mob,ter,vsm,ben
matuta planipes,crustacea_arthropods,TRUE,mob,ter,vsm,ben
matuta victor,crustacea_arthropods,TRUE,mob,ter,vsm,ben
maulisia acuticeps,fish,TRUE,mob,ter,med,pel
maulisia argipalla,fish,TRUE,mob,ter,med,pel
maulisia mauli,fish,TRUE,mob,ter,med,pel
maulisia microlepis,fish,TRUE,mob,ter,med,pel
mauritia arabica,molluscs,TRUE,sed,ter,sm,ben
mauritia depressa,molluscs,TRUE,sed,ter,vsm,ben
mauritia eglantina,molluscs,TRUE,sed,ter,sm,ben
mauritia grayana,molluscs,TRUE,sed,ter,sm,ben
mauritia maculifera,molluscs,TRUE,sed,ter,sm,ben
mauritia mauritiana,molluscs,TRUE,sed,ter,sm,ben
mauritia scurra,molluscs,TRUE,sed,ter,vsm,ben
maurolicus amethystinopunctatus,fish,TRUE,mob,ter,vsm,pel
maurolicus australis,fish,TRUE,mob,ter,vsm,pel
maurolicus breviculus,fish,TRUE,mig,ter,vsm,pel
maurolicus japonicus,fish,TRUE,mob,ter,vsm,pel
maurolicus muelleri,fish,TRUE,mob,ter,vsm,pel
maurolicus parvipinnis,fish,TRUE,mob,ter,vsm,pel
maurolicus walvisensis,fish,TRUE,mig,ter,vsm,pel
maurolicus weitzmani,fish,TRUE,mob,ter,vsm,pel
maxillicosta meridianus,fish,TRUE,mob,ter,sm,ben
maxillicosta scabriceps,fish,TRUE,mob,ter,sm,ben
maxillicosta whitleyi,fish,TRUE,mob,ter,vsm,ben
maynea puncta,fish,TRUE,mob,sec,med,ben
mccoskerichthys sandae,fish,FALSE,mob,ter,sm,ben
meadia abyssalis,fish,TRUE,mig,ter,lg,bp
mecaenichthys immaculatus,fish,TRUE,mob,pri,sm,rf
medaeops granulosus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
medialuna californiensis,fish,TRUE,mob,sec,ml,ben
mediaster aequalis,echinoderms,TRUE,mob,ter,med,ben
mediomastus ambiseta,polychaetes,TRUE,sed,pri,med,ben
mediomastus californiensis,polychaetes,TRUE,sed,pri,med,ben
medusablennius chani,fish,FALSE,sed,sec,vsm,pel
megachasma pelagios,elasmobranchs,TRUE,mig,ter,huge,pel
megaciella pilosa,sponges,TRUE,ses,pri,vsm,ben
megadyptes antipodes,seabirds,FALSE,mig,apex,lg,bp
megalaspis cordyla,fish,TRUE,mob,ter,ml,rf
megaleledone setebos,cephalopods,TRUE,mob,ter,vlg,bp
megalobrachium poeyi,crustacea_arthropods,TRUE,mig,ter,tiny,ben
megalobrachium soriatum,crustacea_arthropods,TRUE,mig,ter,tiny,ben
megalocottus platycephalus,fish,TRUE,mob,ter,ml,ben
megalomphalus pilsbryi,molluscs,TRUE,sed,ter,tiny,ben
megalops atlanticus,fish,TRUE,mob,ter,huge,rf
megalops cyprinoides,fish,TRUE,mob,ter,ml,bp
meganthias natalensis,fish,TRUE,mob,ter,ml,bp
meganyctiphanes norvegica,crustacea_arthropods,TRUE,mob,sec,vsm,pel
megapitaria maculata,molluscs,TRUE,sed,sec,vsm,ben
megaptera novaeangliae,marine_mammals,TRUE,mob,apex,huge,pel
megatrygon microps,elasmobranchs,TRUE,mob,ter,huge,bp
megokris granulosus,crustacea_arthropods,TRUE,mig,sec,vsm,ben
megokris pescadoreensis,crustacea_arthropods,TRUE,mig,ter,vsm,ben
meiacanthus abditus,fish,FALSE,sed,ter,sm,ben
meiacanthus abruptus,fish,FALSE,sed,ter,vsm,rf
meiacanthus anema,fish,TRUE,sed,ter,vsm,ben
meiacanthus atrodorsalis,fish,TRUE,sed,ter,sm,rf
meiacanthus bundoon,fish,TRUE,sed,ter,sm,rf
meiacanthus crinitus,fish,FALSE,sed,ter,sm,ben
meiacanthus cyanopterus,fish,FALSE,sed,ter,vsm,rf
meiacanthus ditrema,fish,TRUE,sed,ter,vsm,rf
meiacanthus erdmanni,fish,FALSE,sed,ter,vsm,rf
meiacanthus fraseri,fish,FALSE,sed,ter,vsm,ben
meiacanthus geminatus,fish,FALSE,sed,ter,vsm,ben
meiacanthus grammistes,fish,TRUE,sed,ter,sm,rf
meiacanthus kamoharai,fish,FALSE,sed,ter,vsm,rf
meiacanthus limbatus,fish,FALSE,sed,ter,vsm,ben
meiacanthus lineatus,fish,FALSE,sed,ter,sm,rf
meiacanthus luteus,fish,FALSE,sed,ter,sm,rf
meiacanthus mossambicus,fish,TRUE,sed,ter,sm,rf
meiacanthus naevius,fish,FALSE,sed,ter,vsm,rf
meiacanthus nigrolineatus,fish,TRUE,sed,ter,vsm,rf
meiacanthus oualanensis,fish,FALSE,sed,ter,sm,rf
meiacanthus phaeus,fish,FALSE,sed,ter,sm,rf
meiacanthus procne,fish,FALSE,sed,ter,vsm,rf
meiacanthus reticulatus,fish,FALSE,sed,ter,vsm,rf
meiacanthus smithi,fish,TRUE,sed,ter,sm,rf
meiacanthus tongaensis,fish,FALSE,sed,ter,sm,pel
meiacanthus urostigma,fish,FALSE,sed,ter,sm,ben
meiacanthus vicinus,fish,FALSE,sed,ter,vsm,ben
meiacanthus vittatus,fish,FALSE,sed,ter,sm,rf
meioceras cornucopiae,molluscs,TRUE,sed,ter,tiny,ben
meioceras cubitatum,molluscs,TRUE,sed,ter,tiny,ben
meioceras nitidum,molluscs,TRUE,mob,ter,tiny,rf
meiosquilla swetti,crustacea_arthropods,TRUE,mob,ter,vsm,ben
melamphaes acanthomus,fish,TRUE,mob,ter,sm,pel
melamphaes danae,fish,TRUE,mob,ter,vsm,pel
melamphaes eulepis,fish,TRUE,mob,ter,vsm,pel
melamphaes indicus,fish,TRUE,mig,ter,med,pel
melamphaes janae,fish,TRUE,mob,ter,sm,bp
melamphaes laeviceps,fish,TRUE,mob,ter,sm,pel
melamphaes leprus,fish,TRUE,mob,ter,sm,pel
melamphaes longivelis,fish,TRUE,mob,ter,sm,pel
melamphaes lugubris,fish,TRUE,mob,ter,sm,pel
melamphaes macrocephalus,fish,TRUE,mob,ter,sm,pel
melamphaes microps,fish,TRUE,mig,ter,sm,pel
melamphaes parvus,fish,TRUE,mob,ter,med,pel
melamphaes polylepis,fish,TRUE,mob,ter,vsm,pel
melamphaes pumilus,fish,TRUE,mig,ter,vsm,pel
melamphaes simus,fish,TRUE,mob,sec,vsm,pel
melamphaes spinifer,fish,TRUE,mob,ter,med,pel
melamphaes suborbitalis,fish,TRUE,mob,ter,sm,pel
melamphaes typhlops,fish,TRUE,mob,ter,sm,pel
melanella acicula,molluscs,TRUE,sed,ter,tiny,ben
melanella alba,molluscs,TRUE,sed,ter,tiny,ben
melanella antarctica,molluscs,TRUE,sed,ter,tiny,ben
melanella conoidea,molluscs,TRUE,sed,ter,tiny,ben
melanella cumingii,molluscs,TRUE,sed,ter,tiny,ben
melanella eburnea,molluscs,TRUE,sed,ter,tiny,rf
melanella eulimoides,molluscs,TRUE,sed,ter,vsm,ben
melanella hypsela,molluscs,TRUE,sed,ter,tiny,ben
melanitta americana,seabirds,FALSE,mig,ter,lg,bp
melanitta deglandi,seabirds,FALSE,mig,ter,lg,bp
melanitta fusca,seabirds,FALSE,mig,ter,lg,bp
melanitta nigra,seabirds,FALSE,mig,ter,lg,bp
melanitta perspicillata,seabirds,FALSE,mig,ter,lg,bp
melanocetus johnsonii,fish,TRUE,sed,apex,vsm,pel
melanocetus murrayi,fish,TRUE,sed,apex,vsm,pel
melanochlamys queritor,molluscs,TRUE,sed,ter,vsm,ben
melanogrammus aeglefinus,fish,TRUE,mig,ter,ml,ben
melanolagus bericoides,fish,TRUE,mob,ter,med,pel
melanonus gracilis,fish,TRUE,mob,ter,med,pel
melanonus zugmayeri,fish,TRUE,mob,ter,med,pel
melanorhinus microps,fish,TRUE,mob,ter,sm,pel
melanostigma atlanticum,fish,TRUE,mob,ter,sm,pel
melanostigma bathium,fish,TRUE,mob,ter,sm,pel
melanostigma gelatinosum,fish,TRUE,mob,ter,med,pel
melanostigma pammelas,fish,TRUE,mob,ter,sm,pel
melanostigma vitiazi,fish,TRUE,mob,ter,med,pel
melanostomias bartonbeani,fish,TRUE,mob,apex,med,pel
melanostomias biseriatus,fish,TRUE,mob,apex,med,pel
melanostomias macrophotus,fish,TRUE,mob,apex,med,pel
melanostomias margaritifer,fish,TRUE,mob,apex,sm,pel
melanostomias melanopogon,fish,TRUE,mob,apex,med,pel
melanostomias melanops,fish,TRUE,mob,apex,med,pel
melanostomias niger,fish,TRUE,mob,apex,med,pel
melanostomias paucilaternatus,fish,TRUE,mob,apex,med,pel
melanostomias tentaculatus,fish,TRUE,mob,apex,med,pel
melanostomias valdiviae,fish,TRUE,mob,apex,med,pel
melarhaphe neritoides,molluscs,TRUE,sed,pri,vsm,ben
melibe australis,molluscs,TRUE,sed,sec,vsm,ben
melibe viridis,molluscs,TRUE,sed,sec,med,ben
melicerona felina,molluscs,TRUE,sed,ter,vsm,ben
melichthys indicus,fish,TRUE,mob,sec,med,rf
melichthys vidua,fish,TRUE,mob,ter,ml,rf
melinna cristata,polychaetes,TRUE,ses,pri,vsm,ben
melinna elisabethae,polychaetes,TRUE,sed,pri,vsm,ben
melinna maculata,polychaetes,TRUE,ses,pri,vsm,ben
melinna palmata,polychaetes,TRUE,ses,pri,vsm,ben
melinnopsis arctica,polychaetes,TRUE,ses,pri,vsm,ben
melita inaequistylis,crustacea_arthropods,TRUE,mob,pri,tiny,ben
melita longisetosa,crustacea_arthropods,TRUE,mig,pri,vsm,ben
melita nitida,crustacea_arthropods,TRUE,mob,pri,tiny,ben
mellita quinquiesperforata,echinoderms,TRUE,mob,ter,med,ben
melo amphora,molluscs,TRUE,sed,ter,ml,ben
melo melo,molluscs,TRUE,sed,ter,med,ben
melongena corona,molluscs,TRUE,ses,ter,sm,ben
melongena melongena,molluscs,TRUE,ses,ter,med,ben
membras martinica,fish,TRUE,mob,ter,sm,pel
membras vagrans,fish,TRUE,mob,ter,med,pel
menaethius monoceros,crustacea_arthropods,TRUE,mig,ter,vsm,ben
menaethius orientalis,crustacea_arthropods,TRUE,mig,ter,vsm,ben
menathais tuberosa,molluscs,TRUE,sed,ter,vsm,ben
mendosoma lineatum,fish,TRUE,mob,ter,ml,ben
mene maculata,fish,TRUE,mob,ter,med,rf
menidia beryllina,fish,TRUE,mob,ter,sm,pel
menidia menidia,fish,TRUE,mob,ter,sm,pel
meningodora marptocheles,crustacea_arthropods,TRUE,mig,ter,tiny,pel
meningodora mollis,crustacea_arthropods,TRUE,mig,ter,tiny,pel
meningodora vesca,crustacea_arthropods,TRUE,mig,ter,tiny,pel
menippe adina,crustacea_arthropods,TRUE,mob,ter,tiny,ben
menippe mercenaria,crustacea_arthropods,TRUE,mig,ter,vsm,ben
menippe nodifrons,crustacea_arthropods,TRUE,mig,ter,vsm,ben
menippe rumphii,crustacea_arthropods,TRUE,mig,ter,vsm,ben
mensamaria intercedens,echinoderms,TRUE,sed,ter,sm,ben
menticirrhus americanus,fish,TRUE,mob,ter,med,ben
menticirrhus elongatus,fish,TRUE,sed,ter,lg,ben
menticirrhus littoralis,fish,TRUE,mob,ter,ml,ben
menticirrhus nasus,fish,TRUE,mob,ter,lg,ben
menticirrhus paitensis,fish,TRUE,mob,ter,ml,ben
menticirrhus panamensis,fish,TRUE,sed,ter,lg,bp
menticirrhus saxatilis,fish,TRUE,sed,ter,ml,ben
menticirrhus undulatus,fish,TRUE,mob,ter,med,ben
mentodus facilis,fish,TRUE,mob,ter,sm,pel
mentodus perforatus,fish,TRUE,mob,ter,med,pel
mentodus rostratus,fish,TRUE,mob,ter,ml,pel
meoma ventricosa,echinoderms,TRUE,mob,pri,vsm,ben
mercenaria campechiensis,molluscs,TRUE,sed,pri,med,ben
mercenaria mercenaria,molluscs,TRUE,sed,pri,sm,ben
meretrix casta,molluscs,TRUE,sed,pri,vsm,ben
meretrix lusoria,molluscs,TRUE,sed,pri,vsm,ben
meretrix lyrata,molluscs,TRUE,sed,pri,vsm,ben
meretrix meretrix,molluscs,TRUE,sed,pri,vsm,ben
mergus merganser,seabirds,FALSE,mig,apex,lg,bp
mergus serrator,seabirds,FALSE,mig,apex,lg,bp
merlangius merlangus,fish,TRUE,mig,ter,ml,bp
merlia normani,sponges,TRUE,ses,pri,sm,ben
merluccius albidus,fish,TRUE,mob,apex,ml,ben
merluccius angustimanus,fish,TRUE,mob,apex,ml,ben
merluccius australis,fish,TRUE,mob,apex,ml,bp
merluccius bilinearis,fish,TRUE,mob,apex,med,ben
merluccius capensis,fish,TRUE,mob,ter,ml,ben
merluccius hernandezi,fish,TRUE,mob,apex,ml,ben
merluccius hubbsi,fish,TRUE,mob,apex,lg,bp
merluccius merluccius,fish,TRUE,mob,apex,ml,ben
merluccius paradoxus,fish,TRUE,mob,ter,ml,ben
merluccius polli,fish,TRUE,mob,apex,vlg,ben
merluccius productus,fish,TRUE,mob,ter,med,pel
merluccius senegalensis,fish,TRUE,mob,apex,vlg,ben
merulina ampliata,corals,TRUE,ses,sec,vlg,rf
merulina cylindrica,corals,TRUE,ses,sec,vlg,rf
merulina scabricula,corals,TRUE,ses,sec,vlg,rf
merulina scheeri,corals,FALSE,ses,sec,vlg,rf
merulina triangularis,corals,TRUE,ses,sec,vlg,rf
mesacturoides fimbriatus,crustacea_arthropods,TRUE,mob,ter,vsm,rf
mesobius antipodum,fish,TRUE,mob,ter,ml,ben
mesobius berryi,fish,TRUE,mob,ter,ml,ben
mesocentrotus franciscanus,echinoderms,TRUE,mob,sec,sm,ben
mesochaetopterus capensis,polychaetes,TRUE,sed,pri,sm,ben
mesochaetopterus sagittarius,polychaetes,TRUE,sed,pri,sm,ben
mesochaetopterus taylori,polychaetes,TRUE,sed,pri,sm,ben
mesopenaeus tropicalis,crustacea_arthropods,TRUE,mig,ter,vsm,ben
mesoplodon bidens,marine_mammals,TRUE,mig,apex,huge,pel
mesoplodon bowdoini,marine_mammals,TRUE,mig,apex,huge,pel
mesoplodon carlhubbsi,marine_mammals,TRUE,mig,apex,huge,pel
mesoplodon densirostris,marine_mammals,TRUE,mig,apex,huge,pel
mesoplodon europaeus,marine_mammals,TRUE,mob,apex,huge,pel
mesoplodon ginkgodens,marine_mammals,TRUE,mig,apex,huge,pel
mesoplodon grayi,marine_mammals,TRUE,mob,apex,huge,pel
mesoplodon hectori,marine_mammals,TRUE,mob,apex,huge,pel
mesoplodon layardii,marine_mammals,TRUE,mig,apex,huge,pel
mesoplodon mirus,marine_mammals,TRUE,mob,apex,huge,pel
mesoplodon perrini,marine_mammals,FALSE,mob,apex,huge,pel
mesoplodon peruvianus,marine_mammals,TRUE,mig,apex,huge,pel
mesoplodon stejnegeri,marine_mammals,TRUE,mig,apex,huge,pel
mesopodopsis aegyptia,crustacea_arthropods,TRUE,mig,sec,tiny,ben
mesopodopsis slabberi,crustacea_arthropods,TRUE,mig,sec,tiny,ben
mesopristes argenteus,fish,TRUE,mob,apex,med,bp
mesopristes cancellatus,fish,TRUE,mob,sec,med,pel
mesothuria intestinalis,echinoderms,TRUE,mob,ter,sm,ben
mespilia globulus,echinoderms,TRUE,mob,ter,vsm,rf
metacarcinus edwardsii,crustacea_arthropods,TRUE,mig,ter,sm,ben
metacarcinus gracilis,crustacea_arthropods,TRUE,mig,apex,sm,ben
metacarcinus magister,crustacea_arthropods,TRUE,mig,ter,sm,ben
metacirolana halia,crustacea_arthropods,TRUE,mob,ter,vsm,ben
metadromia wilsoni,crustacea_arthropods,TRUE,mig,apex,vsm,ben
metadynomene tanensis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
metalia dicrana,echinoderms,TRUE,mob,pri,vsm,rf
metalia spatagus,echinoderms,TRUE,mob,pri,sm,ben
metalia sternalis,echinoderms,TRUE,mob,pri,vsm,ben
metalpheus paragracilis,crustacea_arthropods,TRUE,mob,ter,tiny,ben
metalpheus rostratipes,crustacea_arthropods,TRUE,mob,ter,tiny,ben
metanachis marquesa,molluscs,TRUE,ses,ter,vsm,ben
metanephrops andamanicus,crustacea_arthropods,FALSE,mig,ter,med,ben
metanephrops arafurensis,crustacea_arthropods,FALSE,mig,ter,med,ben
metanephrops armatus,crustacea_arthropods,FALSE,mig,ter,tiny,ben
metanephrops australiensis,crustacea_arthropods,FALSE,mig,ter,med,ben
metanephrops binghami,crustacea_arthropods,TRUE,mig,ter,med,ben
metanephrops boschmai,crustacea_arthropods,TRUE,mob,apex,med,ben
metanephrops challengeri,crustacea_arthropods,TRUE,mig,ter,med,ben
metanephrops formosanus,crustacea_arthropods,FALSE,mig,ter,sm,ben
metanephrops japonicus,crustacea_arthropods,FALSE,mig,ter,sm,ben
metanephrops mozambicus,crustacea_arthropods,TRUE,mig,ter,sm,ben
metanephrops neptunus,crustacea_arthropods,FALSE,mig,ter,med,ben
metanephrops rubellus,crustacea_arthropods,FALSE,mig,ter,med,ben
metanephrops sagamiensis,crustacea_arthropods,FALSE,mig,ter,med,ben
metanephrops sibogae,crustacea_arthropods,TRUE,mig,ter,med,ben
metanephrops sinensis,crustacea_arthropods,FALSE,mig,ter,sm,ben
metanephrops taiwanicus,crustacea_arthropods,FALSE,mig,ter,vsm,ben
metanephrops thomsoni,crustacea_arthropods,FALSE,mig,ter,sm,ben
metanephrops velutinus,crustacea_arthropods,TRUE,mig,ter,med,ben
metapenaeopsis aegyptia,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis andamanensis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis angusta,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis barbata,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metapenaeopsis beebei,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis ceylonica,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis commensalis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis coniger,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis dalei,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis difficilis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis distincta,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis evermanni,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis gaillardi,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis gallensis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis gerardoi,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis goodei,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metapenaeopsis hilarula,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metapenaeopsis hobbsi,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis kishinouyei,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis lamellata,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metapenaeopsis liui,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis mannarensis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis martinella,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis menoui,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis mineri,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis mogiensis,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metapenaeopsis novaeguineae,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis palmensis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
metapenaeopsis philippii,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis provocatoria,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis quinquedentata,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis rosea,crustacea_arthropods,TRUE,mig,sec,sm,ben
metapenaeopsis scotti,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis sibogae,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis sinica,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis smithi,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis stridulans,crustacea_arthropods,TRUE,mig,sec,sm,ben
metapenaeopsis tarawensis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis toloensis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeopsis velutina,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus affinis,crustacea_arthropods,TRUE,mig,ter,med,ben
metapenaeus anchistus,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus bennettae,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus brevicornis,crustacea_arthropods,TRUE,mig,ter,med,ben
metapenaeus conjunctus,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus dalli,crustacea_arthropods,TRUE,mig,pri,vsm,ben
metapenaeus dobsoni,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus eboracensis,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus elegans,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus endeavouri,crustacea_arthropods,TRUE,mig,sec,sm,bp
metapenaeus ensis,crustacea_arthropods,TRUE,mig,pri,sm,ben
metapenaeus intermedius,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus joyneri,crustacea_arthropods,TRUE,mig,apex,sm,ben
metapenaeus lysianassa,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metapenaeus macleayi,crustacea_arthropods,TRUE,mig,ter,med,ben
metapenaeus monoceros,crustacea_arthropods,TRUE,mig,ter,med,ben
metapenaeus moyebi,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus stebbingi,crustacea_arthropods,TRUE,mig,ter,sm,ben
metapenaeus tenuipes,crustacea_arthropods,TRUE,mig,ter,sm,ben
metaplax elegans,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metaplax indica,crustacea_arthropods,TRUE,mig,ter,vsm,ben
metaproto novaehollandiae,crustacea_arthropods,TRUE,mob,sec,tiny,ben
metasepia pfefferi,cephalopods,TRUE,mob,ter,vsm,ben
metasepia tullbergi,cephalopods,TRUE,mob,ter,sm,ben
metavelifer multiradiatus,fish,TRUE,mob,ter,med,bp
metavermilia multicristata,polychaetes,TRUE,sed,pri,vsm,ben
metaxia excelsa,molluscs,TRUE,sed,ter,tiny,ben
metaxia rugulosa,molluscs,TRUE,sed,sec,tiny,rf
metaxypsamma uebelackerae,polychaetes,TRUE,sed,sec,vsm,ben
metelectrona ventralis,fish,TRUE,mob,ter,sm,pel
metharpinia floridana,crustacea_arthropods,TRUE,mob,sec,tiny,ben
metopograpsus messor,crustacea_arthropods,TRUE,mig,pri,vsm,ben
metopograpsus oceanicus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
metopograpsus thukuhar,crustacea_arthropods,TRUE,mig,sec,vsm,rf
metoporhaphis calcarata,crustacea_arthropods,TRUE,mig,sec,vsm,ben
metridium farcimen,corals,TRUE,ses,ter,sm,ben
metridium senile,corals,TRUE,ses,ter,vsm,ben
metrodira subulata,echinoderms,TRUE,mob,ter,sm,ben
meuschenia australis,fish,TRUE,mob,pri,ml,rf
meuschenia flavolineata,fish,TRUE,mob,pri,ml,rf
meuschenia freycineti,fish,TRUE,mob,pri,lg,ben
meuschenia hippocrepis,fish,TRUE,mob,pri,lg,ben
meuschenia scaber,fish,TRUE,mob,pri,ml,ben
meuschenia trachylepis,fish,TRUE,mob,pri,ml,rf
mexichromis macropus,molluscs,TRUE,sed,ter,vsm,ben
mexichromis mariei,molluscs,TRUE,sed,sec,vsm,ben
meyenaster gelatinosus,echinoderms,TRUE,mob,ter,ml,ben
michaelimenes latipollex,crustacea_arthropods,TRUE,mig,sec,vsm,ben
michalisquilla parva,crustacea_arthropods,TRUE,mob,ter,sm,ben
michelopagurus limatulus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
micippa philyra,crustacea_arthropods,TRUE,mig,ter,vsm,ben
micippa platipes,crustacea_arthropods,TRUE,mig,ter,vsm,ben
micrenophrys lilljeborgii,fish,TRUE,mob,ter,sm,ben
microbrotula bentleyi,fish,TRUE,sed,ter,vsm,rf
microcanthus strigatus,fish,TRUE,mob,sec,med,rf
microcephalophis cantoris,reptiles,FALSE,mob,apex,med,ben
microchirus azevia,fish,TRUE,mob,ter,ml,ben
microchirus boscanion,fish,TRUE,mob,ter,med,ben
microchirus frechkopi,fish,TRUE,mob,ter,med,ben
microchirus ocellatus,fish,TRUE,mob,ter,med,ben
microchirus theophila,fish,TRUE,mob,ter,med,ben
microchirus variegatus,fish,TRUE,mob,ter,med,ben
microchirus wittei,fish,TRUE,mob,ter,med,ben
microchlamylla gracilis,molluscs,TRUE,sed,apex,vsm,ben
microcottus sellaris,fish,TRUE,mob,ter,sm,ben
microdesmus dorsipunctatus,fish,TRUE,mob,ter,sm,ben
microdesmus longipinnis,fish,TRUE,mob,ter,med,ben
microdesmus suttkusi,fish,TRUE,mob,ter,sm,ben
microdeuthria michaelseni,molluscs,TRUE,ses,ter,vsm,ben
microeulima hemphillii,molluscs,TRUE,sed,ter,vsm,ben
microgadus proximus,fish,TRUE,mig,ter,ml,ben
microgadus tomcod,fish,TRUE,mig,ter,ml,ben
micrognathus andersonii,fish,TRUE,sed,ter,sm,rf
micrognathus brevicorpus,fish,FALSE,sed,ter,sm,rf
micrognathus brevirostris,fish,TRUE,sed,ter,lg,rf
micrognathus crinitus,fish,TRUE,sed,ter,sm,rf
micrognathus erugatus,fish,FALSE,sed,ter,med,ben
micrognathus micronotopterus,fish,TRUE,sed,ter,vsm,rf
micrognathus natans,fish,TRUE,sed,ter,vsm,ben
micrognathus pygmaeus,fish,TRUE,sed,ter,vsm,rf
microgobius brevispinis,fish,TRUE,sed,ter,sm,ben
microgobius carri,fish,TRUE,sed,ter,sm,rf
microgobius crocatus,fish,TRUE,sed,ter,sm,ben
microgobius curtus,fish,TRUE,sed,ter,sm,ben
