species,taxon,am_mapped,mob,trp,len,wcol
scomberomorus sinensis,fish,TRUE,mig,apex,huge,pel
scomberomorus tritor,fish,TRUE,mig,apex,ml,pel
scombrolabrax heterolepis,fish,TRUE,mob,ter,ml,bp
scombrops boops,fish,TRUE,mob,apex,vlg,bp
scombrops oculatus,fish,TRUE,mob,apex,vlg,ben
sconsia grayi,molluscs,TRUE,sed,ter,vsm,ben
scopalina ruetzleri,sponges,TRUE,ses,pri,vsm,rf
scopelarchoides danae,fish,TRUE,mob,ter,sm,pel
scopelarchoides kreffti,fish,TRUE,mob,ter,med,pel
scopelarchoides nicholsi,fish,TRUE,mob,ter,vsm,pel
scopelarchoides signifer,fish,TRUE,mob,ter,sm,pel
scopelarchus analis,fish,TRUE,mob,apex,sm,pel
scopelarchus guentheri,fish,TRUE,mob,apex,sm,pel
scopelarchus michaelsarsi,fish,TRUE,mob,apex,sm,pel
scopelarchus stephensi,fish,TRUE,mob,apex,vsm,pel
scopelengys clarkei,fish,TRUE,mob,ter,med,ben
scopelengys tristis,fish,TRUE,mob,ter,med,pel
scopeloberyx microlepis,fish,TRUE,mob,ter,vsm,pel
scopeloberyx opisthopterus,fish,TRUE,mob,sec,vsm,pel
scopeloberyx robustus,fish,TRUE,mob,ter,sm,pel
scopeloberyx rubriventer,fish,TRUE,mob,ter,med,pel
scopelogadus beanii,fish,TRUE,mob,ter,sm,pel
scopelogadus bispinosus,fish,TRUE,mob,ter,sm,pel
scopelogadus mizolepis,fish,TRUE,mig,ter,sm,pel
scopelopsis multipunctatus,fish,TRUE,mob,sec,sm,pel
scopelosaurus adleri,fish,TRUE,mob,apex,ml,pel
scopelosaurus ahlstromi,fish,TRUE,mob,ter,med,pel
scopelosaurus argenteus,fish,TRUE,mob,ter,med,bp
scopelosaurus hamiltoni,fish,TRUE,mob,ter,ml,bp
scopelosaurus harryi,fish,TRUE,mob,ter,ml,pel
scopelosaurus herwigi,fish,TRUE,mob,ter,ml,bp
scopelosaurus hoedti,fish,TRUE,mob,ter,sm,pel
scopelosaurus hubbsi,fish,TRUE,mob,ter,ml,bp
scopelosaurus lepidus,fish,TRUE,mob,ter,ml,bp
scopelosaurus mauli,fish,TRUE,mob,ter,sm,pel
scopelosaurus meadi,fish,TRUE,mob,ter,med,bp
scopelosaurus smithii,fish,TRUE,mob,ter,med,bp
scophthalmus aquosus,fish,TRUE,mob,apex,med,ben
scophthalmus maximus,fish,TRUE,mob,ter,lg,ben
scophthalmus rhombus,fish,TRUE,mob,apex,lg,ben
scorpaena agassizii,fish,TRUE,mob,ter,med,ben
scorpaena albifimbria,fish,TRUE,mob,ter,sm,rf
scorpaena angolensis,fish,TRUE,mob,ter,med,ben
scorpaena bergii,fish,TRUE,mob,ter,sm,rf
scorpaena brachyptera,fish,TRUE,mob,ter,sm,ben
scorpaena brasiliensis,fish,TRUE,mob,apex,ml,rf
scorpaena calcarata,fish,TRUE,mob,ter,sm,rf
scorpaena cardinalis,fish,TRUE,mob,ter,med,rf
scorpaena dispar,fish,TRUE,mob,ter,med,rf
scorpaena elachys,fish,TRUE,mob,ter,vsm,rf
scorpaena elongata,fish,TRUE,mob,ter,ml,ben
scorpaena grandicornis,fish,TRUE,mob,apex,ml,rf
scorpaena guttata,fish,TRUE,mob,ter,ml,ben
scorpaena histrio,fish,TRUE,mob,ter,med,ben
scorpaena inermis,fish,TRUE,mob,ter,sm,rf
scorpaena isthmensis,fish,TRUE,mob,ter,med,ben
scorpaena izensis,fish,TRUE,mob,ter,ml,ben
scorpaena laevis,fish,TRUE,mob,ter,ml,ben
scorpaena loppei,fish,TRUE,mob,ter,sm,ben
scorpaena maderensis,fish,TRUE,mob,apex,med,ben
scorpaena mystes,fish,TRUE,mob,ter,ml,ben
scorpaena neglecta,fish,TRUE,mob,ter,med,ben
scorpaena normani,fish,TRUE,mob,ter,med,ben
scorpaena notata,fish,TRUE,mob,ter,med,ben
scorpaena onaria,fish,TRUE,mob,ter,ml,bp
scorpaena papillosa,fish,TRUE,mob,apex,med,ben
scorpaena plumieri,fish,TRUE,mob,apex,med,rf
scorpaena porcus,fish,TRUE,mob,ter,med,ben
scorpaena russula,fish,TRUE,mob,ter,sm,ben
scorpaena scrofa,fish,TRUE,mob,ter,ml,ben
scorpaena sonorae,fish,TRUE,mob,ter,med,ben
scorpaena stephanica,fish,TRUE,mob,apex,ml,ben
scorpaenichthys marmoratus,fish,TRUE,mob,ter,vlg,ben
scorpaenodes africanus,fish,TRUE,mob,ter,vlg,ben
scorpaenodes albaiensis,fish,TRUE,mob,ter,sm,rf
scorpaenodes caribbaeus,fish,TRUE,mob,ter,vsm,rf
scorpaenodes corallinus,fish,TRUE,mob,ter,sm,rf
scorpaenodes evides,fish,TRUE,mob,apex,sm,ben
scorpaenodes guamensis,fish,TRUE,mob,ter,sm,rf
scorpaenodes hirsutus,fish,TRUE,mob,ter,vsm,rf
scorpaenodes kelloggi,fish,TRUE,mob,apex,vsm,rf
scorpaenodes minor,fish,TRUE,mob,ter,vsm,rf
scorpaenodes parvipinnis,fish,TRUE,mob,ter,sm,rf
scorpaenodes quadrispinosus,fish,TRUE,mob,ter,sm,rf
scorpaenodes rubrivinctus,fish,TRUE,mob,ter,sm,ben
scorpaenodes scaber,fish,TRUE,mob,ter,sm,rf
scorpaenodes smithi,fish,TRUE,mob,ter,sm,ben
scorpaenodes tredecimspinosus,fish,TRUE,mob,ter,vsm,rf
scorpaenodes varipinnis,fish,TRUE,mob,ter,sm,rf
scorpaenodes xyris,fish,TRUE,mob,ter,sm,rf
scorpaenopsis barbata,fish,TRUE,mob,apex,med,rf
scorpaenopsis cirrosa,fish,TRUE,mob,apex,med,ben
scorpaenopsis cotticeps,fish,TRUE,mob,apex,vsm,ben
scorpaenopsis diabolus,fish,TRUE,mob,apex,med,rf
scorpaenopsis eschmeyeri,fish,TRUE,mob,apex,sm,ben
scorpaenopsis gibbosa,fish,TRUE,mob,apex,med,rf
scorpaenopsis longispina,fish,TRUE,mob,apex,sm,ben
scorpaenopsis macrochir,fish,TRUE,mob,apex,sm,rf
scorpaenopsis neglecta,fish,TRUE,mob,apex,med,ben
scorpaenopsis obtusa,fish,TRUE,mob,apex,sm,ben
scorpaenopsis papuensis,fish,TRUE,mob,apex,med,rf
scorpaenopsis possi,fish,TRUE,mob,apex,med,ben
scorpaenopsis ramaraoi,fish,TRUE,mob,apex,med,ben
scorpaenopsis venosa,fish,TRUE,mob,apex,med,rf
scorpaenopsis vittapinna,fish,TRUE,mob,apex,sm,rf
scorpis aequipinnis,fish,TRUE,mob,ter,ml,ben
scorpis georgiana,fish,TRUE,mig,ter,ml,rf
scorpis lineolata,fish,TRUE,mob,ter,med,rf
scorpis violacea,fish,TRUE,mob,ter,ml,bp
scotoplanes globosa,echinoderms,TRUE,mob,ter,sm,ben
sculpsitechinus auritus,echinoderms,TRUE,mob,sec,ml,ben
sculpsitechinus tenuissimus,echinoderms,TRUE,mob,sec,med,ben
scuticaria okinawae,fish,TRUE,mig,ter,vlg,ben
scuticaria tigrina,fish,TRUE,mig,ter,vlg,rf
scutuloidea maculata,crustacea_arthropods,TRUE,mob,ter,tiny,ben
scyliorhinus boa,elasmobranchs,TRUE,mob,ter,lg,ben
scyliorhinus cabofriensis,elasmobranchs,FALSE,mob,ter,lg,pel
scyliorhinus canicula,elasmobranchs,TRUE,mob,ter,lg,ben
scyliorhinus capensis,elasmobranchs,TRUE,mob,ter,vlg,ben
scyliorhinus cervigoni,elasmobranchs,TRUE,mob,apex,lg,ben
scyliorhinus comoroensis,elasmobranchs,FALSE,mob,ter,lg,ben
scyliorhinus garmani,elasmobranchs,TRUE,mob,ter,ml,bp
scyliorhinus haeckelii,elasmobranchs,FALSE,mob,ter,lg,ben
scyliorhinus hesperius,elasmobranchs,TRUE,mob,ter,ml,ben
scyliorhinus meadi,elasmobranchs,FALSE,mob,ter,ml,ben
scyliorhinus retifer,elasmobranchs,TRUE,mob,ter,ml,ben
scyliorhinus stellaris,elasmobranchs,TRUE,mob,ter,vlg,rf
scyliorhinus torazame,elasmobranchs,FALSE,mob,ter,lg,ben
scyliorhinus torrei,elasmobranchs,TRUE,mob,ter,ml,ben
scyliorhinus ugoi,elasmobranchs,FALSE,mob,ter,lg,ben
scylla paramamosain,crustacea_arthropods,TRUE,mig,ter,sm,ben
scylla serrata,crustacea_arthropods,TRUE,mig,ter,sm,ben
scyllaea pelagica,molluscs,TRUE,mob,sec,vsm,pel
scyllarides aequinoctialis,crustacea_arthropods,TRUE,mig,pri,ml,ben
scyllarides astori,crustacea_arthropods,FALSE,mig,ter,ml,ben
scyllarides brasiliensis,crustacea_arthropods,FALSE,mig,ter,med,ben
scyllarides deceptor,crustacea_arthropods,FALSE,mig,ter,ml,ben
scyllarides delfosi,crustacea_arthropods,TRUE,mig,ter,med,ben
scyllarides elisabethae,crustacea_arthropods,TRUE,mig,ter,med,ben
scyllarides haanii,crustacea_arthropods,TRUE,mig,ter,med,ben
scyllarides herklotsii,crustacea_arthropods,TRUE,mig,ter,ml,ben
scyllarides latus,crustacea_arthropods,TRUE,mig,ter,ml,ben
scyllarides nodifer,crustacea_arthropods,TRUE,mig,ter,ml,ben
scyllarides obtusus,crustacea_arthropods,FALSE,mig,ter,sm,ben
scyllarides roggeveeni,crustacea_arthropods,FALSE,mig,ter,lg,ben
scyllarides squammosus,crustacea_arthropods,TRUE,mig,ter,ml,rf
scyllarides tridacnophaga,crustacea_arthropods,TRUE,mig,ter,sm,ben
scyllarus americanus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
scyllarus arctus,crustacea_arthropods,TRUE,mig,ter,med,ben
scyllarus caparti,crustacea_arthropods,FALSE,mig,ter,vsm,ben
scyllarus chacei,crustacea_arthropods,TRUE,mig,ter,vsm,ben
scyllarus depressus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
scyllarus paradoxus,crustacea_arthropods,FALSE,mig,ter,vsm,ben
scyllarus planorbis,crustacea_arthropods,FALSE,mig,ter,vsm,ben
scyllarus pygmaeus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
scyllarus subarctus,crustacea_arthropods,FALSE,mig,ter,vsm,ben
scylliogaleus quecketti,elasmobranchs,FALSE,mob,ter,vlg,ben
scymnodalatias albicauda,elasmobranchs,FALSE,mob,apex,vlg,pel
scymnodalatias garricki,elasmobranchs,FALSE,mob,apex,vlg,pel
scymnodalatias oligodon,elasmobranchs,FALSE,mob,apex,huge,bp
scymnodalatias sherwoodi,elasmobranchs,FALSE,mob,apex,vlg,bp
scymnodon ichiharai,elasmobranchs,FALSE,mob,apex,vlg,pel
scymnodon ringens,elasmobranchs,TRUE,mob,apex,vlg,pel
scyphoproctus armatus,polychaetes,TRUE,sed,pri,med,ben
scyphoproctus platyproctus,polychaetes,TRUE,sed,pri,med,ben
scyra acutifrons,crustacea_arthropods,TRUE,mig,ter,vsm,ben
scyramathia umbonata,crustacea_arthropods,TRUE,mig,ter,vsm,ben
scytalina cerdale,fish,TRUE,mob,ter,sm,ben
searsia koefoedi,fish,TRUE,mob,sec,sm,pel
sebastapistes ballieui,fish,TRUE,mob,apex,sm,rf
sebastapistes coniorta,fish,TRUE,mob,ter,sm,rf
sebastapistes cyanostigma,fish,TRUE,mob,ter,sm,rf
sebastapistes fowleri,fish,TRUE,mob,ter,vsm,rf
sebastapistes mauritiana,fish,TRUE,mob,ter,sm,rf
sebastapistes nuchalis,fish,TRUE,mob,ter,sm,ben
sebastapistes strongia,fish,TRUE,mob,ter,sm,rf
sebastapistes tinkhami,fish,TRUE,mob,ter,sm,rf
sebastes aleutianus,fish,TRUE,mob,ter,lg,ben
sebastes alutus,fish,TRUE,mob,ter,ml,ben
sebastes atrovirens,fish,TRUE,mob,ter,ml,ben
sebastes auriculatus,fish,TRUE,mob,apex,lg,ben
sebastes aurora,fish,TRUE,mob,ter,ml,ben
sebastes babcocki,fish,TRUE,mob,ter,ml,ben
sebastes baramenuke,fish,TRUE,mob,ter,ml,ben
sebastes borealis,fish,TRUE,mob,apex,vlg,ben
sebastes brevispinis,fish,TRUE,mob,ter,lg,ben
sebastes capensis,fish,TRUE,mob,ter,ml,ben
sebastes carnatus,fish,TRUE,mob,ter,ml,ben
sebastes caurinus,fish,TRUE,mob,ter,lg,ben
sebastes chlorostictus,fish,TRUE,mob,ter,ml,ben
sebastes chrysomelas,fish,TRUE,mob,ter,med,ben
sebastes ciliatus,fish,TRUE,mob,ter,ml,ben
sebastes constellatus,fish,TRUE,mob,ter,ml,rf
sebastes crameri,fish,TRUE,mob,ter,ml,ben
sebastes dallii,fish,TRUE,mob,ter,med,ben
sebastes diploproa,fish,TRUE,mob,ter,ml,ben
sebastes elongatus,fish,TRUE,mob,ter,med,ben
sebastes emphaeus,fish,TRUE,mob,ter,med,rf
sebastes ensifer,fish,TRUE,mob,ter,ml,ben
sebastes entomelas,fish,TRUE,mob,ter,ml,pel
sebastes eos,fish,TRUE,mob,ter,lg,ben
sebastes fasciatus,fish,TRUE,mob,ter,med,ben
sebastes flavidus,fish,TRUE,mob,ter,ml,rf
sebastes gilli,fish,TRUE,mob,ter,lg,ben
sebastes glaucus,fish,TRUE,mob,ter,ml,ben
sebastes goodei,fish,TRUE,mob,ter,ml,ben
sebastes helvomaculatus,fish,TRUE,mob,ter,med,ben
sebastes hopkinsi,fish,TRUE,mob,ter,med,rf
sebastes hubbsi,fish,TRUE,mob,ter,med,ben
sebastes inermis,fish,TRUE,mob,apex,ml,ben
sebastes iracundus,fish,TRUE,mob,ter,lg,ben
sebastes jordani,fish,TRUE,mob,ter,med,ben
sebastes joyneri,fish,TRUE,mob,ter,med,ben
sebastes levis,fish,TRUE,mob,ter,vlg,ben
sebastes macdonaldi,fish,TRUE,mob,ter,lg,ben
sebastes maliger,fish,TRUE,mob,ter,med,ben
sebastes melanops,fish,TRUE,mob,ter,lg,rf
sebastes melanostictus,fish,TRUE,mob,ter,lg,bp
sebastes melanostomus,fish,TRUE,mob,ter,lg,ben
sebastes mentella,fish,TRUE,mob,apex,ml,pel
sebastes miniatus,fish,TRUE,mob,ter,lg,rf
sebastes mystinus,fish,TRUE,mob,ter,ml,rf
sebastes nebulosus,fish,TRUE,mob,ter,ml,rf
sebastes nigrocinctus,fish,TRUE,mob,ter,lg,rf
sebastes norvegicus,fish,TRUE,mob,apex,ml,pel
sebastes oblongus,fish,TRUE,mob,ter,med,ben
sebastes oculatus,fish,TRUE,mob,ter,ml,ben
sebastes ovalis,fish,TRUE,mob,ter,ml,ben
sebastes owstoni,fish,TRUE,mob,ter,med,ben
sebastes pachycephalus,fish,TRUE,mob,ter,med,ben
sebastes paucispinis,fish,TRUE,mob,ter,lg,rf
sebastes pinniger,fish,TRUE,mob,ter,lg,ben
sebastes polyspinis,fish,TRUE,mob,ter,ml,ben
sebastes proriger,fish,TRUE,mob,ter,lg,ben
sebastes rastrelliger,fish,TRUE,mob,ter,lg,ben
sebastes reedi,fish,TRUE,mob,ter,lg,ben
sebastes rosaceus,fish,TRUE,mob,ter,ml,ben
sebastes rosenblatti,fish,TRUE,mob,ter,ml,ben
sebastes ruberrimus,fish,TRUE,mob,ter,vlg,rf
sebastes rubrivinctus,fish,TRUE,mob,ter,ml,ben
sebastes rufus,fish,TRUE,mob,ter,ml,ben
sebastes saxicola,fish,TRUE,mob,ter,med,ben
sebastes schlegelii,fish,TRUE,mob,ter,ml,ben
sebastes semicinctus,fish,TRUE,mob,ter,med,ben
sebastes serranoides,fish,TRUE,mob,ter,ml,rf
sebastes serriceps,fish,TRUE,mob,ter,ml,ben
sebastes simulator,fish,TRUE,mob,ter,ml,ben
sebastes steindachneri,fish,TRUE,mob,ter,ml,ben
sebastes taczanowskii,fish,TRUE,mob,ter,med,ben
sebastes thompsoni,fish,TRUE,mob,ter,med,ben
sebastes trivittatus,fish,TRUE,mob,ter,ml,ben
sebastes umbrosus,fish,TRUE,mob,ter,med,ben
sebastes variabilis,fish,TRUE,mob,ter,ml,ben
sebastes variegatus,fish,TRUE,mob,ter,med,ben
sebastes viviparus,fish,TRUE,mob,apex,ml,ben
sebastes vulpes,fish,TRUE,mob,apex,ml,ben
sebastes wilsoni,fish,TRUE,mob,ter,med,ben
sebastes zacentrus,fish,TRUE,mob,ter,med,ben
sebastiscus albofasciatus,fish,TRUE,mob,ter,med,ben
sebastiscus marmoratus,fish,TRUE,mob,ter,ml,ben
sebastiscus tertius,fish,TRUE,mob,ter,lg,ben
sebastolobus alascanus,fish,TRUE,mob,ter,ml,ben
sebastolobus altivelis,fish,TRUE,mob,ter,med,ben
sebastolobus macrochir,fish,TRUE,mob,ter,ml,ben
secutor indicius,fish,TRUE,mob,ter,sm,ben
secutor insidiator,fish,TRUE,mob,ter,sm,ben
secutor interruptus,fish,TRUE,mob,ter,sm,ben
secutor megalolepis,fish,TRUE,mob,ter,sm,ben
secutor ruconius,fish,TRUE,mob,ter,sm,ben
seepiophila jonesi,polychaetes,TRUE,sed,sec,vsm,ben
segonzacia mesatlantica,crustacea_arthropods,TRUE,mob,sec,tiny,ben
seila adamsii,molluscs,TRUE,mob,ter,tiny,ben
seila cincta,molluscs,TRUE,mob,ter,tiny,ben
seila terebelloides,molluscs,TRUE,mob,ter,tiny,ben
selachophidium guentheri,fish,TRUE,sed,ter,ml,pel
selar boops,fish,TRUE,mob,ter,med,rf
selar crumenophthalmus,fish,TRUE,mob,ter,med,rf
selaroides leptolepis,fish,TRUE,mob,ter,med,rf
selenanthias analis,fish,TRUE,mob,ter,sm,ben
selene brevoortii,fish,TRUE,mob,ter,med,bp
selene brownii,fish,TRUE,mob,ter,med,ben
selene dorsalis,fish,TRUE,mob,apex,ml,ben
selene orstedii,fish,TRUE,mob,ter,ml,bp
selene peruviana,fish,TRUE,mob,ter,med,bp
selene setapinnis,fish,TRUE,mob,ter,med,bp
selene vomer,fish,TRUE,mob,ter,med,ben
selenotoca multifasciata,fish,TRUE,mob,ter,med,bp
semicassis bisulcata,molluscs,TRUE,sed,ter,sm,ben
semicassis faurotis,molluscs,TRUE,sed,ter,sm,ben
semicassis granulata,molluscs,TRUE,sed,ter,sm,ben
semicossyphus darwini,fish,TRUE,mob,ter,lg,rf
semicossyphus pulcher,fish,TRUE,mob,ter,vlg,rf
seminella peasei,molluscs,TRUE,ses,ter,tiny,ben
semiodera inflata,polychaetes,TRUE,ses,pri,vsm,ben
semiricinula konkanensis,molluscs,TRUE,sed,ter,vsm,ben
semiricinula squamosa,molluscs,TRUE,sed,ter,vsm,ben
semiricinula tissoti,molluscs,TRUE,sed,ter,vsm,ben
semiricinula turbinoides,molluscs,TRUE,sed,ter,vsm,ben
semirossia equalis,cephalopods,TRUE,mob,ter,vsm,ben
semirossia tenera,cephalopods,TRUE,mob,ter,vsm,ben
semisuberites cribrosa,sponges,TRUE,ses,pri,ml,rf
sepia aculeata,cephalopods,TRUE,mob,ter,sm,ben
sepia acuminata,cephalopods,TRUE,mob,ter,sm,ben
sepia andreana,cephalopods,TRUE,mob,ter,sm,ben
sepia apama,cephalopods,TRUE,mob,ter,ml,rf
sepia arabica,cephalopods,TRUE,mob,ter,sm,ben
sepia australis,cephalopods,TRUE,mob,apex,vsm,bp
sepia bandensis,cephalopods,TRUE,mob,ter,vsm,rf
sepia bertheloti,cephalopods,TRUE,mob,ter,med,ben
sepia braggi,cephalopods,TRUE,mob,ter,vsm,ben
sepia brevimana,cephalopods,TRUE,mob,ter,sm,ben
sepia chirotrema,cephalopods,TRUE,mob,ter,med,ben
sepia confusa,cephalopods,TRUE,mob,ter,sm,ben
sepia cultrata,cephalopods,TRUE,mob,ter,sm,ben
sepia elliptica,cephalopods,TRUE,mob,ter,med,ben
sepia esculenta,cephalopods,TRUE,mob,ter,med,ben
sepia grahami,cephalopods,TRUE,mob,ter,vsm,ben
sepia hedleyi,cephalopods,TRUE,mob,ter,sm,ben
sepia hieronis,cephalopods,TRUE,mob,ter,sm,ben
sepia hierredda,cephalopods,TRUE,mob,ter,ml,ben
sepia kobiensis,cephalopods,TRUE,mob,apex,sm,ben
sepia latimanus,cephalopods,TRUE,mob,ter,med,rf
sepia limata,cephalopods,TRUE,mob,ter,vsm,ben
sepia lycidas,cephalopods,TRUE,mob,ter,ml,ben
sepia madokai,cephalopods,TRUE,mob,ter,sm,ben
sepia mestus,cephalopods,TRUE,mob,ter,sm,rf
sepia novaehollandiae,cephalopods,TRUE,mob,ter,sm,ben
sepia officinalis,cephalopods,TRUE,mob,ter,med,ben
sepia omani,cephalopods,TRUE,mob,ter,sm,ben
sepia opipara,cephalopods,TRUE,mob,ter,sm,ben
sepia orbignyana,cephalopods,TRUE,mob,apex,sm,ben
sepia papillata,cephalopods,TRUE,mob,ter,sm,ben
sepia papuensis,cephalopods,TRUE,mob,ter,sm,ben
sepia pharaonis,cephalopods,TRUE,mob,ter,ml,ben
sepia prashadi,cephalopods,TRUE,mob,ter,med,ben
sepia recurvirostra,cephalopods,TRUE,mob,ter,med,ben
sepia rhoda,cephalopods,TRUE,mob,ter,vsm,ben
sepia robsoni,cephalopods,TRUE,mob,ter,vsm,ben
sepia rozella,cephalopods,TRUE,mob,ter,sm,ben
sepia savignyi,cephalopods,TRUE,mob,ter,med,ben
sepia senta,cephalopods,TRUE,mob,ter,vsm,ben
sepia smithi,cephalopods,TRUE,mob,ter,sm,ben
sepia subtenuipes,cephalopods,TRUE,mob,ter,sm,ben
sepia sulcata,cephalopods,TRUE,mob,ter,vsm,ben
sepia tenuipes,cephalopods,TRUE,mob,ter,sm,ben
sepia trygonina,cephalopods,TRUE,mob,ter,sm,ben
sepia typica,cephalopods,TRUE,mob,ter,vsm,ben
sepia whitleyana,cephalopods,TRUE,mob,ter,med,ben
sepia zanzibarica,cephalopods,TRUE,mob,ter,med,ben
sepiella inermis,cephalopods,TRUE,mob,ter,sm,ben
sepietta neglecta,cephalopods,TRUE,mob,ter,vsm,ben
sepietta obscura,cephalopods,TRUE,mob,ter,vsm,ben
sepietta oweniana,cephalopods,TRUE,mob,ter,vsm,bp
sepiola affinis,cephalopods,TRUE,mob,ter,vsm,ben
sepiola intermedia,cephalopods,TRUE,mob,ter,vsm,ben
sepiola robusta,cephalopods,TRUE,mob,ter,vsm,ben
sepioloidea lineolata,cephalopods,TRUE,mob,ter,vsm,ben
sepioloidea pacifica,cephalopods,TRUE,mob,ter,vsm,ben
septa rubecula,molluscs,TRUE,ses,ter,vsm,ben
sergestes atlanticus,crustacea_arthropods,TRUE,mob,ter,tiny,pel
sergia laminata,crustacea_arthropods,TRUE,mig,ter,tiny,pel
sergia remipes,crustacea_arthropods,TRUE,mob,ter,tiny,pel
sergia tenuiremis,crustacea_arthropods,TRUE,mig,ter,tiny,pel
seriaster regularis,echinoderms,TRUE,mob,ter,sm,ben
seriatopora aculeata,corals,TRUE,ses,sec,ml,rf
seriatopora caliendrum,corals,TRUE,ses,sec,ml,rf
seriatopora dentritica,corals,FALSE,ses,sec,ml,rf
seriatopora guttata,corals,TRUE,ses,sec,ml,rf
seriatopora hystrix,corals,TRUE,ses,sec,ml,rf
seriatopora stellata,corals,TRUE,ses,sec,ml,rf
sericosura venticola,crustacea_arthropods,TRUE,mob,ter,tiny,ben
seriola carpenteri,fish,TRUE,mob,apex,lg,bp
seriola dumerili,fish,TRUE,mob,apex,ml,rf
seriola fasciata,fish,TRUE,mob,apex,lg,bp
seriola hippos,fish,TRUE,mob,apex,vlg,pel
seriola lalandi,fish,TRUE,mob,ter,lg,bp
seriola peruana,fish,TRUE,mob,apex,lg,bp
seriola quinqueradiata,fish,TRUE,mob,ter,vlg,ben
seriola rivoliana,fish,TRUE,mob,apex,vlg,rf
seriola zonata,fish,TRUE,mob,apex,lg,bp
seriolella brama,fish,TRUE,mob,ter,lg,bp
seriolella caerulea,fish,TRUE,mob,ter,lg,pel
seriolella porosa,fish,TRUE,mob,ter,ml,bp
seriolella punctata,fish,TRUE,mob,ter,lg,bp
seriolina nigrofasciata,fish,TRUE,mob,apex,lg,rf
seriphus politus,fish,TRUE,mob,ter,ml,ben
serpula narconensis,polychaetes,TRUE,sed,pri,sm,ben
serpula vermicularis,polychaetes,TRUE,sed,pri,sm,ben
serraniculus pumilio,fish,TRUE,mob,ter,sm,rf
serranocirrhitus latus,fish,TRUE,mob,ter,sm,rf
serranus accraensis,fish,TRUE,mob,ter,med,ben
serranus aequidens,fish,TRUE,mob,ter,med,ben
serranus africanus,fish,TRUE,mob,ter,med,rf
serranus annularis,fish,TRUE,mob,ter,sm,rf
serranus atricauda,fish,TRUE,mob,ter,ml,ben
serranus atrobranchus,fish,TRUE,mob,ter,med,ben
serranus baldwini,fish,TRUE,mob,apex,sm,rf
serranus cabrilla,fish,TRUE,mob,ter,med,ben
serranus chionaraia,fish,TRUE,mob,ter,vsm,rf
serranus flaviventris,fish,TRUE,mob,ter,sm,rf
serranus hepatus,fish,TRUE,mob,ter,sm,ben
serranus heterurus,fish,TRUE,mob,ter,ml,ben
serranus huascarii,fish,TRUE,mob,ter,med,ben
serranus luciopercanus,fish,TRUE,mob,ter,sm,ben
serranus maytagi,fish,TRUE,mob,ter,ml,ben
serranus notospilus,fish,TRUE,mob,ter,sm,rf
serranus novemcinctus,fish,TRUE,mob,ter,ml,ben
serranus phoebe,fish,TRUE,mob,ter,med,rf
serranus psittacinus,fish,TRUE,mob,ter,med,rf
serranus scriba,fish,TRUE,mob,ter,med,ben
serranus subligarius,fish,TRUE,mob,ter,sm,ben
serranus tabacarius,fish,TRUE,mob,ter,med,rf
serranus tigrinus,fish,TRUE,mob,ter,med,rf
serranus tortugarum,fish,TRUE,mob,ter,sm,rf
serrivomer beanii,fish,TRUE,mig,ter,lg,pel
serrivomer jesperseni,fish,TRUE,mig,ter,lg,pel
serrivomer lanceolatoides,fish,TRUE,mig,ter,lg,pel
serrivomer samoensis,fish,TRUE,mig,apex,lg,pel
serrivomer schmidti,fish,TRUE,mig,ter,lg,pel
serrivomer sector,fish,TRUE,mig,ter,lg,pel
sesarma curacaoense,crustacea_arthropods,TRUE,mig,pri,tiny,ben
setarches guentheri,fish,TRUE,mob,ter,med,bp
setarches longimanus,fish,TRUE,mob,ter,med,ben
setipinna breviceps,fish,FALSE,mob,ter,med,pel
setipinna melanochir,fish,TRUE,mob,ter,med,pel
setipinna paxtoni,fish,FALSE,mob,ter,sm,pel
setipinna taty,fish,TRUE,mob,ter,med,pel
setipinna tenuifilis,fish,TRUE,mob,ter,med,pel
shinkaia crosnieri,crustacea_arthropods,TRUE,mig,ter,tiny,ben
shoemakerella cubensis,crustacea_arthropods,TRUE,mob,sec,tiny,ben
siamosquilla laevicaudata,crustacea_arthropods,TRUE,mob,ter,vsm,rf
siboglinum ekmani,polychaetes,TRUE,ses,pri,sm,ben
sicyonia affinis,crustacea_arthropods,TRUE,mob,ter,vsm,ben
sicyonia aliaffinis,crustacea_arthropods,TRUE,mig,ter,sm,bp
sicyonia bispinosa,crustacea_arthropods,TRUE,mig,ter,vsm,ben
sicyonia brevirostris,crustacea_arthropods,TRUE,mig,ter,med,ben
sicyonia burkenroadi,crustacea_arthropods,TRUE,mig,ter,sm,ben
sicyonia carinata,crustacea_arthropods,TRUE,mig,ter,sm,ben
sicyonia curvirostris,crustacea_arthropods,TRUE,mob,ter,vsm,ben
sicyonia dejouanneti,crustacea_arthropods,TRUE,mob,ter,vsm,ben
sicyonia disdorsalis,crustacea_arthropods,TRUE,mig,ter,sm,ben
sicyonia dorsalis,crustacea_arthropods,TRUE,mig,ter,sm,ben
sicyonia fallax,crustacea_arthropods,TRUE,mob,ter,tiny,ben
sicyonia galeata,crustacea_arthropods,TRUE,mob,ter,vsm,ben
sicyonia inflexa,crustacea_arthropods,TRUE,mob,ter,vsm,ben
