MRGID,GEONAME,aphiaid,worms_name,GROUP,n_current,n_RCP45_2050,n_RCP45_2100,n_RCP85_2050,n_RCP85_2100,sciname,iucn_sid,iucn_category,iucn_category_code,pop_trend_desc,pop_trend_code
8310,Australian Exclusive Economic Zone (Norfolk Island),220030,nebrius ferrugineus,FISH,1662,1482,1631,1468,1696,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8312,French Exclusive Economic Zone (New Caledonia),220030,nebrius ferrugineus,FISH,6754,6331,7601,6356,7739,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8313,Vanuatuan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,2245,2251,2164,2299,2182,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8314,Solomon Islands Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,3755,3679,3809,3669,4372,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8315,Palauan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,213,169,196,169,217,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8316,Micronesian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1603,1389,1544,1318,2184,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8317,Nauruan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,2,NA,NA,NA,2,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8318,Marshallese Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1351,1286,1293,1289,1281,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8319,Overlapping claim Wake Island / Enenkio: United States / Marshall Islands,220030,nebrius ferrugineus,FISH,38,32,32,31,31,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,220030,nebrius ferrugineus,FISH,1945,1230,1049,1285,1111,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,10007,8277,6802,8209,5595,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8323,Australian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,68904,66180,64692,64934,64898,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8324,Papua New Guinean Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,11880,10525,10494,10447,11643,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8325,Fijian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,4828,4787,4785,4783,4759,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8326,Tuvaluan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,574,616,636,612,640,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8327,South Korean Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,26,13,2,5,34,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8328,North Korean Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,NA,NA,NA,NA,2,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8331,Cambodian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,390,471,464,477,461,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8332,Thailand Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,4884,4106,4138,4277,4134,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),220030,nebrius ferrugineus,FISH,3154,2300,2304,2264,2264,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8334,Comoran Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,145,133,129,134,139,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8337,Seychellois Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,2738,2694,2644,2708,2679,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8338,French Exclusive Economic Zone (Réunion),220030,nebrius ferrugineus,FISH,169,181,150,183,149,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8339,French Exclusive Economic Zone (Juan de Nova Island),220030,nebrius ferrugineus,FISH,188,158,122,157,118,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8340,French Exclusive Economic Zone (Bassas da India),220030,nebrius ferrugineus,FISH,96,84,71,81,49,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8341,French Exclusive Economic Zone (Europa Island),220030,nebrius ferrugineus,FISH,13,12,10,12,8,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8343,Mauritian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,3295,2969,2928,2915,2902,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8345,Maldivian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,3007,2414,2338,2410,2346,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8346,Sri Lankan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1456,1272,1274,1270,1261,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8347,Mozambican Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,6682,5378,5103,5354,4962,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8348,Madagascan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,6676,6134,5822,6140,5736,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8349,Kenyan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1006,879,855,900,866,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8350,Somali Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,4694,4237,4237,4318,4415,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8351,Eritrean Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,2377,2257,2256,2253,2251,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8352,Djiboutian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,203,152,154,157,192,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8353,Yemeni Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,3899,3587,3655,3682,3727,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8354,Omani Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,2831,2707,2924,2970,2987,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8355,Sudanese Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1209,813,813,813,807,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8356,Saudi Arabian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,4480,3653,3961,3775,4044,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8357,Kuwaiti Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,302,341,383,363,388,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8358,Bahraini Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,251,265,266,266,266,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8359,Pakistani Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,2190,2111,2111,2112,2101,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8360,Emirati Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1825,1820,1821,1822,1811,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8396,South African Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,6524,5732,5685,5705,5681,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8439,British Exclusive Economic Zone (Pitcairn),220030,nebrius ferrugineus,FISH,46,30,43,41,45,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8440,French Exclusive Economic Zone (French Polynesia),220030,nebrius ferrugineus,FISH,3868,3885,4060,4112,4043,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8441,Kiribati Exclusive Economic Zone (Line Group),220030,nebrius ferrugineus,FISH,55,56,69,56,73,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8442,United States Exclusive Economic Zone (Jarvis Islands),220030,nebrius ferrugineus,FISH,1,NA,NA,NA,NA,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8444,United States Exclusive Economic Zone (American Samoa),220030,nebrius ferrugineus,FISH,111,124,116,122,115,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8445,Samoan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,268,278,261,279,259,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8446,New Zealand Exclusive Economic Zone (Cook Islands),220030,nebrius ferrugineus,FISH,246,252,248,246,249,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8447,New Zealand Exclusive Economic Zone (Niue),220030,nebrius ferrugineus,FISH,78,79,78,79,77,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8448,Tongan Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,3237,3145,3193,3110,3210,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8449,New Zealand Exclusive Economic Zone (Tokelau),220030,nebrius ferrugineus,FISH,25,31,34,30,34,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8450,Kiribati Exclusive Economic Zone (Phoenix Group),220030,nebrius ferrugineus,FISH,69,44,53,44,54,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8451,United States Exclusive Economic Zone (Howland and Baker Islands),220030,nebrius ferrugineus,FISH,10,6,9,7,9,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8454,French Exclusive Economic Zone (Wallis and Futuna),220030,nebrius ferrugineus,FISH,717,828,779,817,777,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8455,New Zealand Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1547,1412,1429,1428,1540,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8468,Qatari Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1057,1103,1111,1112,1113,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8469,Iranian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,3480,3234,3591,3423,4043,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8470,Iraqi Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,46,46,46,46,46,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8479,Tanzanian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1325,1271,1220,1296,1231,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8480,Indian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,15592,14937,14980,14968,15597,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8481,Bangladeshi Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1289,1244,1268,1236,1290,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8482,Myanma Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,5411,4812,4788,4892,4703,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8483,Malaysian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,4893,4655,4514,4907,5215,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,5722,6068,6402,6448,7265,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8485,Singaporean Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,9,10,11,11,9,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8486,Chinese Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,2093,2257,2480,2585,4064,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8487,Japanese Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,7385,3532,2889,3305,2527,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8488,Kiribati Exclusive Economic Zone (Gilbert Islands),220030,nebrius ferrugineus,FISH,310,234,246,236,356,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8490,Egyptian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,1680,693,695,690,680,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8491,Jordanian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,3,1,1,1,1,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8492,Indonesian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,55497,47707,45442,47264,46350,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8758,Timorese Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,910,877,839,830,751,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
21791,Timorese Exclusive Economic Zone (Oecusse),220030,nebrius ferrugineus,FISH,3,3,3,3,3,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
21796,Joint regime area: South Korea / Japan,220030,nebrius ferrugineus,FISH,874,89,69,82,121,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
21798,Joint regime area Torres Strait Treaty: Papua New Guinea / Australia,220030,nebrius ferrugineus,FISH,87,87,87,87,87,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
26521,Bruneian Exclusive Economic Zone,220030,nebrius ferrugineus,FISH,202,171,162,167,158,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
26582,Overlapping claim Halaib Triangle: Sudan / Egypt,220030,nebrius ferrugineus,FISH,257,216,216,211,207,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
48944,Overlapping claim Mayotte: France / Comores,220030,nebrius ferrugineus,FISH,116,116,109,117,113,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
48945,Overlapping claim Glorioso Islands: France / Madagascar,220030,nebrius ferrugineus,FISH,84,70,67,67,74,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
48946,Overlapping claim Ile Tromelin: France / Madagascar / Republic of Mauritius,220030,nebrius ferrugineus,FISH,9,6,5,6,5,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
48947,"Overlapping claim Abu musa, Greater and Lesser Tunb: United Arab Emirates / Iran",220030,nebrius ferrugineus,FISH,222,222,222,222,221,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
48948,Overlapping claim Matthew and Hunter Islands: France / Vanuatu,220030,nebrius ferrugineus,FISH,113,139,130,137,140,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,220030,nebrius ferrugineus,FISH,561,147,82,104,78,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
48956,Overlapping claim Doumeira Islands: Eritrea / Djibouti,220030,nebrius ferrugineus,FISH,8,8,8,8,8,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
49003,Overlapping claim: South China Sea,220030,nebrius ferrugineus,FISH,189,133,131,137,132,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
50170,Overlapping claim: Qatar / Saudi Arabia / United Arab Emirates,220030,nebrius ferrugineus,FISH,5,5,5,5,5,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
62589,Mauritian Exclusive Economic Zone (Chagos Archipelago),220030,nebrius ferrugineus,FISH,1363,1344,1285,1346,1291,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
64440,Overlapping claim: Malaysia / Singapore,220030,nebrius ferrugineus,FISH,3,4,4,3,3,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
64460,Overlapping claim: Iraq / Iran,220030,nebrius ferrugineus,FISH,1,1,1,1,1,nebrius ferrugineus,41835,Vulnerable,VU,Decreasing,1
8334,Comoran Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,64,54,54,54,54,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8337,Seychellois Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,1249,1246,1244,1245,1256,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8338,French Exclusive Economic Zone (Réunion),220031,pseudoginglymostoma brevicaudatum,FISH,40,42,42,40,42,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8339,French Exclusive Economic Zone (Juan de Nova Island),220031,pseudoginglymostoma brevicaudatum,FISH,52,45,41,44,40,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8340,French Exclusive Economic Zone (Bassas da India),220031,pseudoginglymostoma brevicaudatum,FISH,9,9,9,9,9,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8341,French Exclusive Economic Zone (Europa Island),220031,pseudoginglymostoma brevicaudatum,FISH,3,3,3,3,3,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8343,Mauritian Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,1141,1139,1145,1133,1139,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8347,Mozambican Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,3233,3117,3137,3109,3201,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8348,Madagascan Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,4470,4425,4407,4412,4402,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8349,Kenyan Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,445,385,376,365,362,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8350,Somali Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,516,446,453,446,448,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8479,Tanzanian Exclusive Economic Zone,220031,pseudoginglymostoma brevicaudatum,FISH,831,747,729,738,724,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
48944,Overlapping claim Mayotte: France / Comores,220031,pseudoginglymostoma brevicaudatum,FISH,78,75,75,75,74,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
48945,Overlapping claim Glorioso Islands: France / Madagascar,220031,pseudoginglymostoma brevicaudatum,FISH,52,50,50,50,50,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
48946,Overlapping claim Ile Tromelin: France / Madagascar / Republic of Mauritius,220031,pseudoginglymostoma brevicaudatum,FISH,1,1,1,1,1,pseudoginglymostoma brevicaudatum,44617,Critically Endangered,CR,Decreasing,1
8308,Australian Exclusive Economic Zone (Cocos Islands),220063,oxymonacanthus longirostris,FISH,34,29,29,29,30,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8309,Australian Exclusive Economic Zone (Christmas Island),220063,oxymonacanthus longirostris,FISH,27,22,20,22,21,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8310,Australian Exclusive Economic Zone (Norfolk Island),220063,oxymonacanthus longirostris,FISH,609,476,510,463,498,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8312,French Exclusive Economic Zone (New Caledonia),220063,oxymonacanthus longirostris,FISH,3265,2953,3352,2932,3247,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8313,Vanuatuan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,894,726,717,737,681,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8314,Solomon Islands Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,2180,1868,1810,1877,1943,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8315,Palauan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,167,151,161,153,163,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8316,Micronesian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,1443,1271,1247,1256,1343,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8317,Nauruan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,1,NA,NA,NA,1,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8318,Marshallese Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,955,905,882,905,879,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8319,Overlapping claim Wake Island / Enenkio: United States / Marshall Islands,220063,oxymonacanthus longirostris,FISH,17,12,13,14,11,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,220063,oxymonacanthus longirostris,FISH,2959,2563,2204,2435,1535,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,10247,7775,6697,7575,4668,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8323,Australian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,48900,50258,46555,43087,42771,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8324,Papua New Guinean Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,8243,7134,6875,6891,7143,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8325,Fijian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,2769,2422,2402,2398,2403,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8326,Tuvaluan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,234,214,215,214,206,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8327,South Korean Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,1207,817,497,915,330,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8331,Cambodian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,313,233,245,269,276,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8332,Thailand Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,806,571,720,522,402,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),220063,oxymonacanthus longirostris,FISH,582,527,535,509,470,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8334,Comoran Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,103,77,74,79,73,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8337,Seychellois Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,2238,1957,1900,1908,1821,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8338,French Exclusive Economic Zone (Réunion),220063,oxymonacanthus longirostris,FISH,59,61,71,59,70,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8339,French Exclusive Economic Zone (Juan de Nova Island),220063,oxymonacanthus longirostris,FISH,87,70,71,70,66,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8340,French Exclusive Economic Zone (Bassas da India),220063,oxymonacanthus longirostris,FISH,21,10,10,10,11,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8341,French Exclusive Economic Zone (Europa Island),220063,oxymonacanthus longirostris,FISH,6,5,5,5,4,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8343,Mauritian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,2739,2434,2424,2384,2487,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8345,Maldivian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,1290,1166,1252,1139,1214,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8346,Sri Lankan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,594,654,687,642,709,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8347,Mozambican Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,4523,3569,3639,3551,3496,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8348,Madagascan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,5029,4564,4482,4471,4430,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8349,Kenyan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,574,391,436,370,417,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8350,Somali Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,997,919,932,921,934,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8396,South African Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,807,639,626,632,600,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8444,United States Exclusive Economic Zone (American Samoa),220063,oxymonacanthus longirostris,FISH,31,27,30,27,31,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8445,Samoan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,105,95,95,94,94,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8446,New Zealand Exclusive Economic Zone (Cook Islands),220063,oxymonacanthus longirostris,FISH,52,50,47,49,44,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8447,New Zealand Exclusive Economic Zone (Niue),220063,oxymonacanthus longirostris,FISH,21,15,14,15,11,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8448,Tongan Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,1276,1045,1169,1019,1036,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8449,New Zealand Exclusive Economic Zone (Tokelau),220063,oxymonacanthus longirostris,FISH,7,8,6,8,6,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8450,Kiribati Exclusive Economic Zone (Phoenix Group),220063,oxymonacanthus longirostris,FISH,46,39,37,39,38,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8451,United States Exclusive Economic Zone (Howland and Baker Islands),220063,oxymonacanthus longirostris,FISH,13,11,11,11,12,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8454,French Exclusive Economic Zone (Wallis and Futuna),220063,oxymonacanthus longirostris,FISH,186,167,167,168,168,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8455,New Zealand Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,395,237,274,250,241,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8479,Tanzanian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,1036,801,804,786,771,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8480,Indian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,8756,8433,8281,8483,7974,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8481,Bangladeshi Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,49,66,56,62,68,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8482,Myanma Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,849,582,510,513,455,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8483,Malaysian Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,2508,2119,1914,1922,1466,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,220063,oxymonacanthus longirostris,FISH,3395,4015,3604,3439,2402,oxymonacanthus longirostris,70010721,Vulnerable,VU,Decreasing,1
